time,halfW01,d0,d1,d2,d3
2.930,0.7446,0,0,0,0
0.337,0.7580,1,3,3,1
0.368,0.7597,1,3,3,1
0.403,0.7613,1,3,3,1
0.436,0.7621,1,3,3,1
0.469,0.7637,1,3,3,1
0.503,0.7653,1,3,3,1
0.536,0.7661,1,3,3,1
0.570,0.7676,1,3,3,1
0.602,0.7691,1,4,3,1
0.636,0.7698,1,4,3,1
0.670,0.7713,1,4,3,1
0.702,0.7727,1,4,3,1
0.736,0.7735,1,4,3,1
0.769,0.7749,1,4,3,1
0.803,0.7762,1,4,3,1
0.835,0.7769,1,4,3,1
0.869,0.7783,1,4,3,1
0.903,0.7796,1,4,3,1
0.936,0.7803,1,4,3,1
0.969,0.7816,1,4,3,1
1.003,0.7829,1,4,3,1
1.036,0.7835,1,4,3,1
1.069,0.7848,1,4,3,1
1.102,0.7860,1,4,3,1
1.136,0.7866,1,4,3,1
1.170,0.7878,1,4,3,1
1.204,0.7890,1,4,3,1
1.236,0.7896,1,4,3,1
1.269,0.7908,1,4,3,1
1.303,0.7920,1,4,3,1
1.335,0.7925,1,4,3,1
1.369,0.7937,1,4,3,1
1.402,0.7948,1,4,3,1
1.436,0.7953,1,4,3,1
1.469,0.7964,1,4,3,1
1.503,0.7975,1,4,3,1
1.536,0.7980,1,4,3,1
1.570,0.7990,1,4,3,1
1.602,0.8000,1,4,3,1
1.636,0.8005,1,4,3,1
1.670,0.8014,0,0,0,0
1.703,0.8023,0,0,0,0
1.736,0.8028,0,0,0,0
1.770,0.8037,0,0,0,0
1.803,0.8045,0,0,0,0
1.836,0.8049,0,0,0,0
1.870,0.8058,0,0,0,0
1.903,0.8065,0,0,0,0
1.935,0.8069,0,0,0,0
1.969,0.8077,0,0,0,0
2.002,0.8084,0,0,0,0
2.036,0.8087,0,0,0,0
2.068,0.8094,0,0,0,0
2.102,0.8100,0,0,0,0
2.136,0.8104,0,0,0,0
2.170,0.8110,0,0,0,0
2.203,0.8116,0,0,0,0
2.235,0.8118,0,0,0,0
2.270,0.8124,0,0,0,0
2.302,0.8129,0,0,0,0
2.336,0.8132,0,0,0,0
2.370,0.8137,0,0,0,0
2.402,0.8142,0,0,0,0
2.435,0.8144,0,0,0,0
2.469,0.8149,0,0,0,0
2.502,0.8153,0,0,0,0
2.536,0.8155,0,0,0,0
2.569,0.8159,0,0,0,0
2.603,0.8163,0,0,0,0
2.636,0.8165,0,0,0,0
2.670,0.8169,0,0,0,0
2.703,0.8173,0,0,0,0
2.736,0.8174,0,0,0,0
2.770,0.8178,0,0,0,0
2.805,0.8181,0,0,0,0
2.836,0.8183,0,0,0,0
2.870,0.8186,0,0,0,0
2.903,0.8189,0,0,0,0
2.935,0.8191,0,0,0,0
2.969,0.8193,0,0,0,0
3.002,0.8196,0,0,0,0
3.035,0.8198,0,0,0,0
3.070,0.8200,0,0,0,0
3.103,0.8203,0,0,0,0
3.136,0.8204,0,0,0,0
3.169,0.8206,0,0,0,0
3.202,0.8209,0,0,0,0
3.236,0.8210,0,0,0,0
3.269,0.8212,0,0,0,0
3.303,0.8214,0,0,0,0
3.335,0.8215,0,0,0,0
3.369,0.8217,0,0,0,0
3.402,0.8219,0,0,0,0
3.435,0.8220,0,0,0,0
3.468,0.8222,0,0,0,0
3.503,0.8223,0,0,0,0
3.535,0.8224,0,0,0,0
3.569,0.8226,0,0,0,0
3.602,0.8227,0,0,0,0
3.636,0.8228,0,0,0,0
3.669,0.8229,0,0,0,0
3.702,0.8231,0,0,0,0
3.735,0.8231,0,0,0,0
3.769,0.8232,0,0,0,0
3.803,0.8234,0,0,0,0
3.836,0.8234,0,0,0,0
3.869,0.8235,0,0,0,0
3.902,0.8236,0,0,0,0
3.936,0.8236,0,0,0,0
3.969,0.8237,0,0,0,0
4.002,0.8238,0,0,0,0
4.036,0.8239,0,0,0,0
4.070,0.8239,0,0,0,0
4.103,0.8240,0,0,0,0
4.136,0.8240,0,0,0,0
4.170,0.8241,0,0,0,0
4.202,0.8241,0,0,0,0
4.235,0.8242,0,0,0,0
4.270,0.8242,0,0,0,0
4.302,0.8242,0,0,0,0
4.336,0.8243,0,0,0,0
4.369,0.8243,0,0,0,0
4.402,0.8243,0,0,0,0
4.435,0.8243,0,0,0,0
4.469,0.8243,0,0,0,0
4.502,0.8244,0,0,0,0
4.535,0.8244,0,0,0,0
4.570,0.8244,0,0,0,0
4.602,0.8244,0,0,0,0
4.636,0.8244,0,0,0,0
4.669,0.8244,0,0,0,0
4.702,0.8244,0,0,0,0
4.736,0.8244,0,0,0,0
4.769,0.8244,0,0,0,0
4.802,0.8243,0,0,0,0
